Age at Issuance,Gender,Marital Status,Financial Dependents,Income (INR p.a.),Occupation,Major Life Events,Location,Policy Type,Time Since Issuance,Sum Assured (INR),Premium (INR p.a.),Payment Frequency,Payment Method,Missed Payments,Bank Balance (INR),Credit Score,Purchase Channel,Churn
39.8,Female,Unmarried,2,482996,Gig Work,2,Urban,Supplemental Health Insurance,7+ months,2000000,16494,Monthly,Manual Payment,0,109998,800,Embedded Apps,0
43.0,Male,Unmarried,2,120000,Employed,2,Urban,Supplemental Health Insurance,4-6 months,2000000,17907,Monthly,Auto-Debit,0,31014,720,Agent Distribution,1
61.6,Female,Unmarried,3,142847,Employed,1,Rural,Term Life,0-3 months,1000000,8127,Annual,Manual Payment,0,77080,728,Direct,1
43.0,Female,Unmarried,4,136633,Employed,2,Rural,Term Life,7+ months,500000,8237,Monthly,Auto-Debit,0,81385,593,Embedded Apps,1
34.1,Female,Unmarried,0,571511,Employed,2,Urban,Term Life,7+ months,2000000,38437,Monthly,Auto-Debit,0,50852,739,Embedded Apps,1
30.4,Male,Married,5,519151,Gig Work,0,Rural,Whole Life,0-3 months,2000000,31505,Monthly,Auto-Debit,0,100441,702,Embedded Apps,1
37.1,Female,Married,0,377419,Employed,0,Rural,Whole Life,7+ months,1000000,18222,Monthly,Manual Payment,1,70028,553,Direct,0
42.5,Male,Unmarried,3,568269,Employed,3,Urban,Term Life,7+ months,5000000,72902,Quarterly,Manual Payment,1,105239,793,Embedded Apps,1
21.3,Male,Unmarried,1,145001,Employed,2,Urban,Whole Life,4-6 months,1000000,10814,Annual,Manual Payment,1,108793,692,Direct,0
27.3,Male,Unmarried,0,342496,Gig Work,3,Rural,Term Life,4-6 months,1000000,11386,Annual,Auto-Debit,1,45954,648,Direct,1
20.7,Female,Married,2,245825,Gig Work,0,Rural,Term Life,7+ months,5000000,30649,Quarterly,Auto-Debit,0,71756,649,Agent Distribution,0
58.3,Female,Married,2,485443,Employed,4,Urban,Term Life,7+ months,2000000,10943,Quarterly,Manual Payment,0,105019,518,Direct,0
63.0,Male,Unmarried,2,247543,Employed,1,Urban,Whole Life,7+ months,1000000,15432,Quarterly,Manual Payment,0,254597,727,Agent Distribution,1
35.6,Male,Unmarried,0,204953,Employed,0,Urban,Term Life,7+ months,500000,5788,Monthly,Manual Payment,2,121221,700,Agent Distribution,0
64.2,Male,Unmarried,2,391850,Retired,4,Urban,Term Life,0-3 months,1000000,13283,Monthly,Auto-Debit,1,58130,664,Direct,1
53.9,Male,Unmarried,4,495497,Employed,1,Rural,Term Life,7+ months,2000000,26729,Annual,Manual Payment,0,135836,782,Agent Distribution,0
64.7,Male,Unmarried,2,168073,Employed,2,Urban,Term Life,0-3 months,1000000,9160,Monthly,Auto-Debit,0,386945,569,Embedded Apps,0
39.8,Male,Unmarried,1,257106,Employed,0,Rural,Whole Life,0-3 months,5000000,60691,Monthly,Auto-Debit,4,205533,632,Direct,0
51.7,Female,Unmarried,2,127911,Employed,2,Rural,Term Life,7+ months,5000000,60307,Quarterly,Auto-Debit,1,152973,611,Agent Distribution,1
64.5,Male,Married,0,120000,Gig Work,3,Urban,Term Life,7+ months,5000000,54132,Quarterly,Auto-Debit,2,176393,657,Agent Distribution,0
25.7,Male,Unmarried,3,308760,Employed,1,Urban,Whole Life,4-6 months,1000000,17310,Monthly,Manual Payment,0,312376,685,Agent Distribution,0
57.3,Male,Married,3,410952,Employed,2,Urban,Whole Life,0-3 months,2000000,23534,Monthly,Manual Payment,0,233398,714,Direct,0
61.7,Female,Married,2,322367,Employed,0,Rural,Supplemental Health Insurance,7+ months,1000000,14054,Quarterly,Manual Payment,2,155345,652,Agent Distribution,0
36.4,Female,Unmarried,2,120000,Employed,2,Urban,Whole Life,7+ months,500000,9216,Half Yearly,Manual Payment,1,232097,609,Direct,1
59.6,Female,Married,3,209903,Retired,1,Rural,Term Life,7+ months,500000,8996,Monthly,Auto-Debit,1,41551,814,Embedded Apps,0
58.0,Male,Married,2,120000,Employed,1,Rural,Whole Life,7+ months,1000000,18356,Quarterly,Manual Payment,1,29678,872,Agent Distribution,1
54.1,Female,Married,3,699968,Gig Work,1,Urban,Whole Life,7+ months,5000000,45250,Quarterly,Auto-Debit,1,111935,691,Agent Distribution,0
23.1,Male,Married,2,125462,Gig Work,0,Rural,Term Life,7+ months,1000000,5524,Annual,Manual Payment,1,104291,619,Agent Distribution,0
43.6,Female,Married,3,646147,Employed,3,Rural,Supplemental Health Insurance,0-3 months,1000000,8916,Monthly,Manual Payment,0,63887,798,Agent Distribution,0
52.0,Female,Married,2,520272,Employed,1,Urban,Term Life,4-6 months,10000000,91806,Monthly,Manual Payment,0,191124,564,Agent Distribution,1
62.8,Female,Unmarried,2,142855,Employed,1,Urban,Supplemental Health Insurance,4-6 months,500000,9320,Quarterly,Auto-Debit,2,22241,653,Agent Distribution,1
23.0,Female,Married,4,121424,Gig Work,1,Rural,Supplemental Health Insurance,7+ months,2000000,29477,Half Yearly,Manual Payment,0,64355,624,Agent Distribution,0
54.3,Female,Married,2,342922,Employed,1,Rural,Whole Life,7+ months,1000000,6225,Monthly,Auto-Debit,0,66972,587,Direct,0
50.7,Male,Married,2,148594,Employed,2,Urban,Supplemental Health Insurance,7+ months,500000,3515,Quarterly,Auto-Debit,1,26661,657,Direct,0
39.2,Female,Unmarried,1,288294,Employed,4,Urban,Whole Life,0-3 months,5000000,36675,Monthly,Manual Payment,5,326369,610,Agent Distribution,1
38.8,Male,Married,2,191380,Gig Work,1,Urban,Term Life,0-3 months,500000,7228,Monthly,Auto-Debit,0,33277,681,Embedded Apps,1
23.0,Female,Unmarried,2,120000,Employed,3,Rural,Term Life,4-6 months,2000000,32062,Quarterly,Manual Payment,0,61656,682,Direct,1
23.9,Male,Unmarried,1,120000,Employed,2,Urban,Term Life,4-6 months,1000000,17894,Monthly,Auto-Debit,2,204103,630,Direct,0
65.0,Male,Unmarried,0,314481,Employed,0,Urban,Term Life,7+ months,500000,9554,Annual,Auto-Debit,2,165518,650,Direct,0
21.8,Male,Married,2,181119,Employed,2,Rural,Whole Life,7+ months,500000,4012,Half Yearly,Manual Payment,1,40678,661,Embedded Apps,0
47.9,Male,Unmarried,3,182195,Gig Work,2,Urban,Term Life,7+ months,500000,4823,Quarterly,Auto-Debit,0,170414,744,Embedded Apps,0
28.1,Female,Married,2,436744,Employed,2,Urban,Term Life,7+ months,500000,4302,Quarterly,Auto-Debit,0,124470,668,Agent Distribution,0
47.9,Female,Unmarried,1,610119,Gig Work,3,Urban,Whole Life,7+ months,2000000,20762,Quarterly,Auto-Debit,1,638213,745,Embedded Apps,0
48.9,Male,Unmarried,2,221730,Gig Work,1,Rural,Supplemental Health Insurance,7+ months,1000000,18719,Monthly,Auto-Debit,2,136373,726,Agent Distribution,1
41.3,Male,Married,0,211415,Employed,3,Urban,Term Life,0-3 months,1000000,13626,Annual,Manual Payment,2,88168,725,Embedded Apps,1
26.0,Female,Married,2,380826,Gig Work,2,Rural,Term Life,7+ months,1000000,16072,Annual,Auto-Debit,0,49751,791,Direct,1
20.6,Male,Married,1,120000,Employed,1,Rural,Term Life,7+ months,5000000,61758,Monthly,Manual Payment,0,54426,590,Direct,1
48.2,Female,Unmarried,1,313704,Employed,2,Urban,Whole Life,7+ months,5000000,27164,Monthly,Manual Payment,0,50989,642,Agent Distribution,1
57.4,Female,Married,1,394873,Gig Work,1,Urban,Term Life,0-3 months,2000000,11925,Monthly,Auto-Debit,4,295634,821,Agent Distribution,1
54.6,Female,Unmarried,2,431991,Employed,4,Urban,Whole Life,4-6 months,5000000,65344,Half Yearly,Manual Payment,1,100145,659,Agent Distribution,1
53.9,Female,Married,0,120000,Employed,2,Urban,Term Life,4-6 months,1000000,15781,Half Yearly,Manual Payment,0,155157,454,Agent Distribution,1
41.4,Male,Unmarried,2,157479,Employed,0,Rural,Term Life,7+ months,1000000,8229,Annual,Auto-Debit,0,331504,663,Agent Distribution,0
48.9,Female,Unmarried,2,145105,Retired,1,Rural,Supplemental Health Insurance,4-6 months,2000000,31657,Half Yearly,Auto-Debit,1,14961,690,Direct,1
23.1,Male,Unmarried,2,287771,Employed,2,Urban,Term Life,7+ months,2000000,34319,Quarterly,Auto-Debit,0,274607,470,Direct,1
19.2,Male,Unmarried,2,375690,Employed,0,Urban,Term Life,7+ months,1000000,11178,Half Yearly,Manual Payment,2,103188,786,Embedded Apps,0
37.4,Female,Married,3,765050,Employed,0,Urban,Term Life,4-6 months,1000000,16196,Half Yearly,Manual Payment,1,139809,622,Embedded Apps,0
45.6,Male,Married,0,189761,Gig Work,1,Rural,Whole Life,7+ months,10000000,110604,Quarterly,Auto-Debit,0,50882,706,Embedded Apps,0
28.7,Female,Unmarried,2,189415,Gig Work,1,Urban,Whole Life,7+ months,5000000,75876,Quarterly,Manual Payment,0,53954,661,Agent Distribution,1
21.4,Female,Married,0,600051,Employed,1,Urban,Term Life,7+ months,1000000,16459,Half Yearly,Manual Payment,3,145958,576,Agent Distribution,1
32.8,Female,Married,0,330249,Gig Work,1,Urban,Term Life,7+ months,2000000,39757,Quarterly,Manual Payment,0,665090,594,Agent Distribution,0
23.8,Female,Married,2,651710,Employed,0,Urban,Term Life,0-3 months,1000000,10180,Half Yearly,Manual Payment,0,220279,605,Direct,1
47.8,Male,Married,2,328440,Employed,2,Urban,Whole Life,0-3 months,500000,5582,Half Yearly,Auto-Debit,3,271690,766,Direct,0
55.0,Male,Married,3,120000,Gig Work,2,Urban,Whole Life,7+ months,1000000,7484,Half Yearly,Manual Payment,2,84660,668,Direct,1
19.5,Female,Unmarried,2,120000,Gig Work,1,Urban,Whole Life,7+ months,1000000,8061,Half Yearly,Manual Payment,2,61073,638,Embedded Apps,0
32.3,Male,Married,4,120000,Gig Work,1,Rural,Whole Life,7+ months,500000,7700,Quarterly,Manual Payment,0,52857,605,Direct,1
28.7,Female,Married,0,426529,Gig Work,2,Urban,Term Life,7+ months,5000000,93778,Half Yearly,Auto-Debit,0,66794,775,Embedded Apps,1
25.2,Female,Married,0,616625,Employed,0,Urban,Term Life,7+ months,1000000,10919,Quarterly,Auto-Debit,0,19106,797,Agent Distribution,1
43.2,Female,Unmarried,0,979261,Gig Work,0,Urban,Term Life,7+ months,2000000,15395,Monthly,Auto-Debit,0,55274,774,Agent Distribution,1
62.7,Male,Married,1,484161,Employed,0,Urban,Term Life,7+ months,500000,4638,Monthly,Auto-Debit,2,63052,719,Direct,0
61.9,Male,Unmarried,2,605607,Employed,3,Urban,Term Life,7+ months,500000,5912,Quarterly,Manual Payment,0,85794,703,Direct,0
23.0,Male,Unmarried,2,178793,Employed,2,Urban,Whole Life,4-6 months,5000000,46798,Quarterly,Auto-Debit,1,109688,582,Embedded Apps,0
24.0,Male,Married,0,120000,Employed,2,Urban,Whole Life,7+ months,2000000,17007,Annual,Manual Payment,0,131921,660,Direct,0
43.7,Female,Unmarried,4,486530,Employed,2,Urban,Supplemental Health Insurance,4-6 months,10000000,160397,Quarterly,Manual Payment,0,97544,625,Direct,1
21.4,Male,Unmarried,3,359466,Employed,2,Urban,Term Life,7+ months,10000000,51176,Quarterly,Manual Payment,5,61997,533,Direct,0
36.8,Male,Unmarried,1,289297,Employed,1,Urban,Whole Life,4-6 months,1000000,13088,Monthly,Auto-Debit,0,20523,764,Direct,0
37.7,Male,Unmarried,0,351920,Employed,2,Rural,Supplemental Health Insurance,7+ months,1000000,16906,Monthly,Manual Payment,0,62302,624,Direct,0
